CYSLTR1	23	13	78271468	78327691
CYSLTR2	13	8	48653711	48711226
OXER1	2	12	42762481	42764261
LPAR1	9	22	110873263	111038458
LPAR2	19	29	19623655	19628930
LPAR3	1	41	84811602	84893206
LPAR4	23	13	78747709	78757094
LPAR5	12	3	6618835	6635960
LPAR6	13	8	48389567	48444704
S1PR1	1	46	101236865	101243713
S1PR2	19	16	10221433	10231331
S1PR3	9	15	88990863	89005155
S1PR4	19	6	3172346	3180332
S1PR5	19	16,17	10512742	10517931
CNR1	6	28	88139864	88166359
CNR2	1	17	23870515	23913362
GPR18	13	12	99254714	99261744
GPR55	2	64	230907318	230961066
GPR119	23	19	130384345	130385660
PTAFR	1	21	28147166	28193936
PTGDR	14	10	52267698	52276724
PTGDR2	11	23	60850933	60855950
PTGER1	19	22	14472466	14475354
PTGER2	14	10	52314305	52328598
PTGER3	1	39	70852353	71047808
P2RY14	3	43	151212117	151278542
PTGER4	5	7	40679915	40693735
PTGFR	1	41	78303884	78540701
PTGIR	19	47	46620468	46625089
TBXA2R	19	7	3594507	3606875
MTNR1A	4	38	186533655	186555567
MTNR1B	11	42	92969651	92985066
ADORA1	1	79	203090654	203167405
ADORA2A	22	5	24417879	24442357
ADORA2B	17	13	15944917	15975746
ADORA3	1	49	111499429	111503633
P2RY1	3	44	152835131	152841439
P2RY2	11	36	73218281	73242427
P2RY4	23	11	70258170	70259764
P2RY6	11	36,37	73264505	73298625
P2RY11	19	16	10111693	10115372
P2RY12	3	43	151336843	151384753
P2RY13	3	43	151326312	151329549
GPBAR1	2	59	218259496	218263861
GPER1	7	0	1082208	1093815
HCAR1	12	46	122726076	122730844
HCAR2	12	46	122701293	122703357
HCAR3	12	46	122714756	122716811
OXGR1	13	12	96985719	96994730
SUCNR1	3	44	151873643	151884619
RHO	3	37	129528639	129535344
OPN4	10	21	86654547	86666848
OPN3	1	93	241590102	241677376
OPN5	6	21	47781982	47832780
OPN1SW	7	35	128772491	128775790
OPN1MW	23	23	154182596	154196861
OPN1LW	23	23	154144243	154159032
OR1A1	17	2	3207539	3218896
OR1G1	17	2	3126584	3127581
OR2T11	1	96	248623557	248635091
GPR1-AS	2	56	206175316	206218047
GPR3	1	20	27392622	27395814
GPR4	19	46	45589764	45602212
GPR6	6	32	109978256	109980718
GPR12	13	2	26755200	26760786
GPR15	3	28	98531978	98534681
GPR17	2	35	127645864	127652639
GPR19	12	7	12660890	12696207
GPR20	8	29	141356470	141367286
GPR21	9	26	123033667	123035665
GPR22	7	31	107470018	107475684
GPR25	1	77	200872981	200874178
GPR26	10	36	123666355	123697399
GPR27	3	26	71753855	71756496
GPR31	6	46	167155247	167157980
GPR32	19	54	50770464	50771732
GPR33	14	6	31482875	31488039
GPR34	23	6	41688973	41697275
GPR35	2	68	240605430	240631259
GPR37	7	34	124743885	124765792
GPR37L1	1	78	202122917	202133592
GPR39	2	37	132416805	132646582
GPR45	2	30	105241743	105243467
GPR50	23	21	151176584	151181465
GPR52	1	71	174447964	174449545
GPR61	1	48	109539872	109548406
GPR62	3	19	51955381	51957499
GPR63	6	30	96794125	96837477
GPR65	14	20	88005135	88014811
GPR68	14	22	91232532	91253925
GPR75	2	15	53852912	53859967
GPR78	4	6	8558725	8619761
GPR82	23	6	41724181	41730130
GPR83	11	42	94377316	94401419
GPR84	12	22	54362445	54364487
GPR85	7	32	113078331	113087778
GPR87	3	43	151294086	151316820
GPR88	1	46	100538139	100542021
GPR101	23	20	137023929	137033995
GPR132	14	29	105049395	105065445
GPR135	14	12	59429022	59465342
GPR139	16	16	20028239	20073890
GPR141	7	11	37683796	37833788
GPR142	17	45	74367407	74372622
GPR146	7	0	1044546	1059261
GPR148	2	36	130729070	130730336
GPR149	3	44	154334943	154430190
TAAR3P	6	37	132608225	132609302
GPR150	5	17	95620087	95622142
GPR151	5	30	146513103	146516190
GPR152	11	33	67451301	67452729
GPR153	1	5	6247353	6261098
GPR160	3	46	170037995	170085392
GPR161	1	68	168079543	168137667
GPR162	12	3	6821624	6829972
GPR171	3	43	151197832	151203216
GPR173	23	9	53048789	53080615
GPR174	23	13	79144688	79175318
GPR176	15	4	39799008	39920266
GPR182	12	25	56994492	56998447
GPR183	13	12,13	99294539	99307399
LGR4	11	14	27365961	27472790
LGR5	12	29	71439798	71586310
LGR6	1	78	202193901	202319781
MAS1	6	44	159890988	159917447
MAS1L	6	7	29486697	29487956
MRGPRD	11	34	68980021	68980986
MRGPRE	11	5	3225030	3232417
MRGPRF	11	34	69004395	69013382
MRGPRG	11	5	3217944	3218813
MRGPRX1	11	13	18933813	18939507
MRGPRX2	11	13	19054455	19060717
MRGPRX3	11	12	18120955	18138480
MRGPRX4	11	12	18172837	18174280
P2RY8	23	0	1462581	1537185
P2RY10	23	13	78945332	78963727
TAAR2	6	37	132617022	132624275
TAAR5	6	37	132588673	132589686
TAAR6	6	37	132570322	132571359
TAAR8	6	37	132552693	132553721
TAAR9	6	37	132538290	132539336
CALCR	7	23	93424486	93574730
CALCRL	2	50	187341964	187448460
CRHR1	17	32	45784280	45835828
CRHR2	7	9,10	30651942	30700129
GHRHR	7	10	30938669	30993254
GIPR	19	46	45668221	45683722
GLP1R	6	16	39048781	39091303
GLP2R	17	11	9822206	9892099
GCGR	17	53	81804132	81814008
SCTR	2	33	119439843	119525301
PTH1R	3	13	46877721	46903799
PTH2R	2	56,57	208359714	208854503
ADCYAP1R1	7	10	31052308	31111479
VIPR1	3	11	42489299	42537573
VIPR2	7	46	159028175	159144867
ADGRL1	19	21	14147743	14206187
ADGRL2	1	41	81306147	81992436
ADGRL3	4	14	61201258	62078335
ADGRL4	1	41	78889764	79282124
ADGRE1	19	11	6887566	6940459
ADGRE2	19	22	14732392	14778560
ADGRE3	19	22	14619117	14690027
ADGRE4P	19	11	6952500	6997872
ADGRE5	19	21,22	14380501	14408725
ADGRA1	10	38,39	133070929	133131675
ADGRA2	8	11	37784191	37844896
ADGRA3	4	8	22345071	22516066
CELSR1	22	19	46360834	46537620
CELSR2	1	47	109249539	109275751
CELSR3	3	16	48636463	48662886
ADGRD1	12	49	130953907	131141469
ADGRD2	9	27	124451425	124478589
ADGRF1	6	21	46997708	47042350
ADGRF2	6	21	47656436	47697797
ADGRF3	2	5	26308173	26346817
ADGRF4	6	21	47685864	47722021
ADGRF5	6	21	46852522	46954943
ADGRG5	16	28	57542643	57591681
ADGRB1	8	29,30	142449430	142545009
ADGRB2	1	22	31727117	31764893
ADGRB3	6	24,25	68635282	69389506
ADGRG1	16	28,29	57610652	57665580
ADGRG2	23	3	18989307	19122637
ADGRG3	16	29	57668277	57689378
ADGRG4	23	20	136300963	136416890
ADGRG6	6	39	142301854	142446266
ADGRG7	3	28	100609601	100695479
ADGRV1	5	16,17	90529344	91164437
CASR	3	33	122183668	122291629
GABBR1	6	7	29555629	29633976
GABBR2	9	19	98288109	98708935
GRM1	6	40	146027646	146437601
GRM2	3	19	51707068	51718613
GRM3	7	21	86643914	86864884
GRM4	6	13	34018643	34155622
GRM5	11	41	88504576	89065945
GRM6	5	40	178977587	178996206
GRM7	3	0,1	6770001	7741533
GRM8	7	34	126438598	127253093
TAS1R1	1	6	6555307	6579755
TAS1R2	1	14	18839599	18859682
TAS1R3	1	1	1331280	1335314
GPR156	3	32	120164645	120285222
GPR158	10	6	25174802	25602229
GPR179	17	23	38324571	38343956
GPRC5A	12	7	12891559	12917937
GPRC5B	16	16	19856691	19886167
GPRC5C	17	45	74424851	74451653
GPRC5D	12	7	12940775	12952147
GPRC6A	6	34	116792085	116829083
FZD1	7	22	91264433	91271326
FZD2	17	31	44557484	44561262
FZD3	8	9	28494205	28574267
FZD4	11	41	86945679	86955395
FZD5	2	56	207762598	207769906
FZD6	8	23	103298433	103332866
FZD7	2	54	202034587	202038445
FZD8	10	9	35638249	35642278
FZD9	7	17	73433778	73436120
FZD10	12	48	130162459	130165740
SMO	7	36	129188633	129213545
TAS2R4	7	40	141776674	141781691
TAS2R5	7	40	141790217	141791367
TAS2R1	5	2	9628997	9712378
TAS2R3	7	40	141764097	141765197
TAS2R7	12	6	10801532	10802627
TAS2R8	12	6	10806051	10807286
TAS2R9	12	6	10809094	10810168
TAS2R10	12	6	10825317	10826358
TAS2R13	12	6	10907926	10909562
TAS2R14	12	6,7	10937408	11171573
TAS2R16	7	34	122994704	122995700
TAS2R19	12	6	11021619	11022620
TAS2R20	12	6	10996495	10997875
TAS2R30	12	7	11132958	11134644
TAS2R31	12	6	11030387	11031407
TAS2R38	7	40	141972631	141973773
TAS2R39	7	41	143183419	143184435
TAS2R40	7	41	143222037	143223079
TAS2R41	7	41	143477873	143478796
TAS2R42	12	7	11185993	11186937
TAS2R43	12	7	11091287	11092313
TAS2R46	12	7	11061365	11062294
TAS2R50	12	6	10985913	10986912
TAS2R60	7	41	143443453	143444409
GPR107	9	31	130053426	130140169
GPR137	11	27	64270062	64289500
OR51E1	11	5	4643420	4655488
TPRA1	3	36	127571232	127598267
GPR143	23	1	9725346	9786297
GPR157	1	7	9100305	9129102
GNAS	20	19	58839718	58911192
GNAL	18	2	11689264	11885685
GNAI1	7	20	79768028	80226181
GNAI2	3	18	50226292	50259362
GNAI3	1	48	109548615	109600195
GNAT1	3	18	50191610	50197696
GNAT2	1	48	109603254	109619929
GNAT3	7	20	80458635	80512064
GNAO1	16	27	56191390	56357444
GNAZ	22	4	23070519	23125032
GNAQ	9	13	77716097	78031811
GNA11	19	6	3094362	3123999
GNA14	9	13	77423079	77648322
GNA15	19	6	3136033	3163749
GNA12	7	2	2728105	2844308
GNA13	17	42	65009289	65056740
GNB1	1	3	1785285	1891117
GNGT1	7	23	93591573	93911265
GNG2	14	10	51826195	51979342
ARRB1	11	38	75260122	75351705
ARRB2	17	4	4710596	4721499
ARR3	23	11	70268305	70281840
SAG	2	65,66	233307816	233347055
GNG3	11	25	62707676	62709201
GNG4	1	92	235547685	235650754
GNG5	1	41	84498325	84506581
GNGT2	17	34	49202791	49210574
GNG7	19	5	2511219	2702694
GNG8	19	47	46634076	46634685
GNG10	9	22	111661605	111670226
GNG11	7	23	93921735	93928610
GNG12	1	39	67701475	67833467
GNG13	16	2	798041	800734
GNG14	19	19	12687998	12688422
RGS1	1	75	192575763	192580024
RGS2	1	75	192809039	192812275
RGS3	9	23	113444731	113597743
RGS4	1	67	163068775	163076802
RGS5	1	67	163111121	163321791
RGS6	14	16	71932429	72566530
RGS7	1	93	240775514	241357230
RGS8	1	73	182641816	182684576
RGS9	17	42	65100812	65227703
RGS10	10	34	119499817	119542719
RGS11	16	0	268301	275980
RGS12	4	3	3293028	3439913
RGS13	1	75	192636138	192660311
RGS14	5	39	177357924	177372596
RGS16	1	73	182598623	182604389
RGS17	6	42	153004459	153131282
RGS18	1	75	192158462	192185815
RGS19	20	24	64073181	64079988
RGS20	8	14	53851795	53959303
RGS21	1	75	192316992	192367285
RGS22	8	22	99960936	100131268
ARHGEF1	19	41	41883173	41930150
ARHGEF11	1	63	156934840	157045742
ARHGEF12	11	51	120336413	120489937
KALRN	3	34,35	124080023	124726325
GNB2	7	27	100673567	100679174
GNB3	12	3	6839954	6847393
GNB4	3	48	179396088	179451476
GNB5	15	13	52115100	52191392
GRK1	13	16	113667219	113737736
GRK2	11	32,33	67266473	67286556
GRK3	22	6	25564675	25729294
GRK4	4	3	2963571	3040760
GRK5	10	34	119207571	119459745
GRK6	5	39	177403204	177442901
GRK7	3	41	141778148	141818490
CCL16	17	22	35976499	35981497
AGT	1	90	230702523	230714122
APELA	4	34	164877178	164898965
APLN	23	18	129645259	129654956
GRP	18	11	59220158	59230774
NMB	15	28	84655129	84658563
KNG1	3	51	186717348	186744410
CCK	3	11	42257825	42266185
GAST	17	27	41712331	41715969
C5	9	25	120952335	121050275
C3	19	11	6677704	6730562
RPS19	19	41	41860255	41872925
EDN1	6	2	12290361	12297194
EDN2	1	28	41478775	41484683
EDN3	20	20	59300443	59325992
ANXA1	9	12	73151865	73170393
CTSG	14	5	24573518	24576250
CAMP	3	15	48223347	48225491
SAA1	11	12	18266260	18269977
HEBP1	12	7	12974870	13000265
GAL	11	34	68683779	68691175
GALP	19	61	56176008	56185775
GHRL	3	2	10285666	10292947
GNRH1	8	8	25419258	25424654
GNRH2	20	1	3043622	3045747
KISS1	1	80	204190341	204196491
PMCH	12	36	102196459	102197833
POMC	2	5	25160853	25168903
AGRP	16	32	67482571	67483547
MLN	6	13	33794673	33804003
NMS	2	28	100470482	100483280
NMU	4	13	55595229	55636698
NPFF	12	22	53506690	53507638
NPVF	7	8	25224570	25228486
NPS	10	37	127549309	127553540
NPB	17	53	81900745	81902905
NPW	16	5	2009926	2020755
NPY	7	8	24284188	24291862
PPY	17	30	43940804	43942476
PYY	17	30	43952738	44004469
YARS1	1	23	32775237	32818153
CXCL6	4	17	73836640	73849064
CXCL8	4	17	73740541	73743716
CXCL1	4	17	73869393	73871308
NTS	12	32	85874295	85882992
COPA	1	65	160288594	160343273
PDYN	20	0	1978757	1994285
PENK	8	15	56436674	56446671
PNOC	8	9	28316986	28343355
HCRT	17	28	42184060	42185452
QRFP	9	32	130892707	130896812
PTHLH	12	11	27958084	27972733
PRLH	2	67	237566574	237567175
F2	11	18	46719196	46739506
RLN1	9	1	5334930	5339876
RLN2	9	1	5299864	5304716
RLN3	19	21	14028148	14031551
INSL3	19	26	17816512	17821574
INSL5	1	38	66797741	66801256
CORT	1	8	10450031	10451998
SST	3	52	187668912	187670394
TAC1	7	24	97732084	97740472
TAC3	12	25	57010000	57028883
CXCL2	4	17	74097040	74099196
CXCL3	4	17	74036589	74038807
CXCL5	4	17	73995642	73998677
PPBP	4	17	73986439	73988190
TRH	3	37	129974688	129977935
UTS2	1	6	7843083	7853512
UTS2B	3	52	191267168	191330536
AVP	20	1	3082556	3084724
OXT	20	1	3071620	3072517
RARRES2	7	43	150338317	150341662
CCL14	17	22	35983288	35987004
CCL15	17	22	35996440	36001553
CCL23	17	22	36013056	36017972
CCL3	17	22	36088256	36090169
CCL5	17	22	35871491	35880793
CCL7	17	21	34270221	34272242
CCL13	17	21	34356480	34358610
CCL8	17	21	34319435	34321402
CCL4	17	22	36103827	36105621
CCL24	7	18,19	75810825	75823356
CCL2	17	21	34255218	34257203
CCL11	17	21	34285742	34288334
CCL26	7	18	75769533	75789896
CCL28	5	8	43376645	43412391
CXCL9	4	17	76001275	76007509
CXCL10	4	17	76021118	76023497
CXCL11	4	17	76033682	76041415
CCL17	16	28	57404767	57416063
CCL22	16	28	57358783	57366189
CCL20	2	63	227805739	227817564
DEFB4A	8	1	7414855	7416863
CCL19	9	7	34689570	34691276
CCL21	9	7	34709005	34710136
CCL1	17	21	34360328	34363233
CCL25	19	13	8052767	8062650
CCL27	9	7	34661880	34664048
CXCL12	10	10	44370165	44386493
CXCL13	4	18	77511753	77611834
CXCL16	17	4	4733533	4739928
CX3CL1	16	28	57372477	57385044
XCL1	1	68,69	168576605	168582069
XCL2	1	68	168540768	168543997
FSHB	11	14	30231014	30235261
LHB	19	50	49015980	49017091
CGB8	19	50	49047638	49049106
TSHB	1	51	115029826	115034302
PROK1	1	48	110451149	110457358
PROK2	3	26	71771655	71785206
PSAP	10	17	71816298	71851325
RSPO1	1	26	37611350	37634892
RSPO2	8	24	107899316	108083642
RSPO3	6	35	127118671	127199481
RSPO4	20	0	958452	1002311
ADM	11	9	10305073	10307397
IAPP	12	9	21354959	21379980
CALCB	11	11	14904997	15082342
CALCA	11	11	14966668	14972351
ADM2	22	21	50481543	50486440
UCN2	3	15	48561718	48563781
CRH	8	16	66176376	66178464
UCN	2	6	27307400	27308445
UCN3	10	1	5364966	5374692
GHRH	20	12	37251082	37261835
GIP	17	34	48958554	48968596
GCG	2	42	162142882	162152404
VIP	6	42	152750797	152759765
SCT	11	1	626309	627181
PTH2	19	51	49422419	49423441
PTH	11	10	13492054	13496181
ADCYAP1	18	0	904871	912172
WNT5A	3	22	55465715	55490539
WNT3A	1	88	228006998	228061271
WNT1	12	16	48978322	48982620
WNT2	7	33	117275451	117323152
WNT7B	22	18	45920366	45977162
WNT4	1	16,17	22117313	22143969
